A1	0	1000000	20.636356
A1	100000	1100000	21.784175
A1	200000	1200000	22.419499
A1	300000	1300000	23.49132
A1	400000	1400000	24.455194
A1	500000	1500000	24.552644
A1	600000	1600000	24.397969
A1	700000	1700000	24.031782
A1	800000	1800000	24.6059
A1	900000	1900000	24.177555
A1	1000000	2000000	23.117621
A1	1100000	2100000	22.683719
A1	1200000	2200000	22.815707
A1	1300000	2300000	23.434675
A1	1400000	2400000	23.432591
A1	1500000	2500000	23.837437
A1	1600000	2600000	24.430546
A1	1700000	2700000	25.025267
A1	1800000	2800000	25.100758
A1	1900000	2900000	24.774543
A1	2000000	3000000	25.183867
A1	2100000	3100000	25.146802
A1	2200000	3200000	24.196652
A1	2300000	3300000	22.507906
A1	2400000	3400000	21.63437
A1	2500000	3500000	21.826354
A1	2600000	3600000	21.005826
A1	2700000	3700000	20.51666
A1	2800000	3800000	20.010819
A1	2900000	3900000	20.561026
A1	3000000	4000000	20.464322
A1	3100000	4100000	20.832342
A1	3200000	4200000	22.255001
A1	3300000	4300000	23.327565
A1	3400000	4400000	24.514326
A1	3500000	4500000	24.486783
A1	3600000	4600000	24.809091
A1	3700000	4700000	24.581132
A1	3800000	4800000	24.841126
A1	3900000	4900000	24.625096
A1	4000000	5000000	24.532255
A1	4100000	5100000	24.638005
A1	4200000	5200000	24.706526
A1	4300000	5300000	24.871688
A1	4400000	5400000	25.030488
A1	4500000	5500000	24.867922
A1	4600000	5600000	24.612292
A1	4700000	5700000	24.897468
A1	4800000	5800000	24.297817
A1	4900000	5900000	22.73266
A1	5000000	6000000	22.301913
A1	5100000	6100000	21.316183
A1	5200000	6200000	19.558766
A1	5300000	6300000	18.504951
A1	5400000	6400000	16.905756
A1	5500000	6500000	16.417166
A1	5600000	6600000	16.22745
A1	5700000	6700000	16.434068
A1	5800000	6800000	17.055636
A1	5900000	6900000	19.646449
A1	6000000	7000000	20.450356
A1	6100000	7100000	21.407904
A1	6200000	7200000	22.746135
A1	6300000	7300000	23.899472
A1	6400000	7400000	25.484462
A1	6500000	7500000	25.971091
A1	6600000	7600000	26.49685
A1	6700000	7700000	25.8527
A1	6800000	7800000	25.408393
A1	6900000	7900000	25.13213
A1	7000000	8000000	25.033218
A1	7100000	8100000	25.008021
A1	7200000	8200000	25.213874
A1	7300000	8300000	25.156592
A1	7400000	8400000	25.028526
A1	7500000	8500000	24.887756
A1	7600000	8600000	24.871193
A1	7700000	8700000	25.973511
A1	7800000	8800000	26.243924
A1	7900000	8900000	25.367344
A1	8000000	9000000	25.779568
A1	8100000	9100000	25.719111
A1	8200000	9200000	25.353707
A1	8300000	9300000	25.510062
A1	8400000	9400000	25.525627
A1	8500000	9500000	25.583477
A1	8600000	9600000	25.33016
A1	8700000	9700000	24.64491
A1	8800000	9800000	24.842103
A1	8900000	9900000	24.674997
A1	9000000	10000000	24.061675
A1	9100000	10100000	24.127126
A1	9200000	10200000	23.893307
A1	9300000	10300000	23.900957
A1	9400000	10400000	23.339685
A1	9500000	10500000	23.116217
A1	9600000	10600000	23.400512
A1	9700000	10700000	23.702939
A1	9800000	10800000	23.906182
A1	9900000	10900000	24.66032
A1	10000000	11000000	24.99156
A1	10100000	11100000	24.994019
A1	10200000	11200000	25.061825
A1	10300000	11300000	24.712072
A1	10400000	11400000	25.341425
A1	10500000	11500000	25.511449
A1	10600000	11600000	25.428766
A1	10700000	11700000	25.363133
A1	10800000	11800000	25.392441
A1	10900000	11900000	25.324501
A1	11000000	12000000	25.278164
A1	11100000	12100000	25.055629
A1	11200000	12200000	25.436119
A1	11300000	12300000	25.649698
A1	11400000	12400000	24.692713
A1	11500000	12500000	24.618871
A1	11600000	12600000	24.488071
A1	11700000	12700000	24.288552
A1	11800000	12800000	23.983007
A1	11900000	12900000	23.802399
A1	12000000	13000000	23.777532
A1	12100000	13100000	24.187716
A1	12200000	13200000	23.93456
A1	12300000	13300000	23.633584
A1	12400000	13400000	24.630283
A1	12500000	13500000	24.461591
A1	12600000	13600000	24.58593
A1	12700000	13700000	24.811406
A1	12800000	13800000	24.863299
A1	12900000	13900000	24.787571
A1	13000000	14000000	25.37938
A1	13100000	14100000	25.38839
A1	13200000	14200000	25.736649
A1	13300000	14300000	26.152002
A1	13400000	14400000	25.794528
A1	13500000	14500000	26.384482
A1	13600000	14600000	26.702855
A1	13700000	14700000	27.034787
A1	13800000	14800000	27.110152
A1	13900000	14900000	26.838142
A1	14000000	15000000	25.951501
A1	14100000	15100000	25.838169
A1	14200000	15200000	25.807268
A1	14300000	15300000	25.282109
A1	14400000	15400000	25.529973
A1	14500000	15500000	25.506164
A1	14600000	15600000	25.228351
A1	14700000	15700000	24.767103
A1	14800000	15800000	24.790847
A1	14900000	15900000	25.436235
A1	15000000	16000000	26.288461
A1	15100000	16100000	26.484854
A1	15200000	16200000	26.00337
A1	15300000	16300000	26.230564
A1	15400000	16400000	25.76708
A1	15500000	16500000	25.495163
A1	15600000	16600000	24.708709
A1	15700000	16700000	24.865634
A1	15800000	16800000	24.29745
A1	15900000	16900000	24.091934
A1	16000000	17000000	22.906449
A1	16100000	17100000	22.754915
A1	16200000	17200000	23.090726
A1	16300000	17300000	23.388921
A1	16400000	17400000	23.634179
A1	16500000	17500000	23.633662
A1	16600000	17600000	24.118546
A1	16700000	17700000	24.322108
A1	16800000	17800000	24.735181
A1	16900000	17900000	24.811697
A1	17000000	18000000	25.987933
A1	17100000	18100000	26.053097
A1	17200000	18200000	26.494318
A1	17300000	18300000	26.354704
A1	17400000	18400000	26.450865
A1	17500000	18500000	26.647499
A1	17600000	18600000	26.955022
A1	17700000	18700000	26.921252
A1	17800000	18800000	26.961211
A1	17900000	18900000	26.47512
A1	18000000	19000000	26.324203
A1	18100000	19100000	26.359289
A1	18200000	19200000	26.16539
