#Position (bp)	mapping quality
4037644.0	59.45423771239208
1.2112931E7	33.43074131250984
2.0188218E7	56.95057333814737
2.8263505E7	55.03279948704759
3.6338792E7	59.56068770849371
4.4414079E7	59.40335366432859
5.2489366E7	58.220131860790595
6.0564653E7	58.32741455303645
6.863994E7	57.664487808249156
7.6715227E7	59.63731977996884
8.4790514E7	59.91279444329301
9.2865801E7	59.27159402647471
1.00941088E8	59.89087527781686
1.09016375E8	59.86058661054555
1.17091662E8	59.296149058653235
1.25166949E8	59.901592403405886
1.33242236E8	59.91097537367938
1.41317523E8	59.92683816566823
1.4939281E8	59.90402827955347
1.57468097E8	59.865254965222164
1.65543384E8	59.8799791961819
1.73618671E8	59.899132762358875
1.81693958E8	59.89591886384117
1.89769245E8	59.88143827388104
1.97844532E8	59.76218650612221
2.05919819E8	58.191901628784045
2.13995106E8	58.15646671822108
2.22070393E8	59.828448744545696
2.3014568E8	59.57663296505326
2.38220967E8	59.53194468565501
2.46296254E8	59.46764905109347
2.54371541E8	59.72166358415205
2.62446828E8	55.672359380430954
2.70522115E8	58.373588335918825
2.78597402E8	59.58090004894731
2.86672689E8	59.084626502219024
2.94747976E8	59.59619603898644
3.02823263E8	58.45198013650476
3.1089855E8	59.1484291010664
3.18973837E8	59.26376806286588
3.27049124E8	58.73949437000111
3.35124411E8	59.85394083408453
3.43199698E8	58.784518017718945
3.51274985E8	59.46076238186194
3.59350272E8	59.56082460942741
3.67425559E8	59.28516953784252
3.75500846E8	58.52473358838458
3.83576133E8	57.757333670010446
3.9165142E8	59.47326367173058
3.99726707E8	59.257823218068495
4.07801994E8	59.064444252729174
4.15877281E8	57.139604169965075
4.23952568E8	54.34955452028503
4.32027855E8	59.229340515271176
4.40103142E8	58.7680973863004
4.48178429E8	51.56638577182752
4.56253716E8	57.979980930447695
4.64329003E8	59.38895797305623
4.7240429E8	57.853621973756454
4.79961952E8	58.30395203942588
4.839995955E8	0.07445437556124881
4.88554864E8	44.11190351346305
4.96630151E8	58.025673595570474
5.04705438E8	58.60984581336653
5.12780725E8	56.0762880381805
5.20856012E8	39.948080501604906
5.28931299E8	1.6511629082551271
5.37006586E8	0.6860975407688736
5.45081873E8	3.1386190857667233
5.5315716E8	57.79101971161405
5.61232447E8	58.87493854328736
5.69307734E8	59.0193949188173
5.77383021E8	59.46511228434132
5.85458308E8	58.37584222319597
5.93533595E8	59.141585693924156
6.01608882E8	58.773442060965905
6.09684169E8	58.985667513585724
6.17759456E8	58.88472458971533
6.25834743E8	59.549389322304684
6.3391003E8	59.694847507198276
6.41985317E8	57.212611456581214
6.490989775E8	58.57561045139436
6.53136621E8	56.56288428841619
6.58135891E8	57.5563701067232
6.66211178E8	48.68414899350042
6.74286465E8	57.17454688521514
6.82361752E8	58.54493382690347
6.90437039E8	58.047739662235045
6.98512326E8	58.484669465862325
7.06587613E8	44.70497568355525
7.146629E8	25.817320870109
7.22738187E8	34.37881438435969
7.30813474E8	58.300514292662164
7.38888761E8	49.81825781832446
7.46964048E8	58.140153703095834
7.55039335E8	56.77205554939061
7.63114622E8	58.882054024061055
7.71189909E8	59.78572187488724
7.79265196E8	58.48685313134439
7.87340483E8	59.588302451034885
7.9541577E8	59.08061937374445
8.03491057E8	30.079052607066636
8.11566344E8	9.65477144932251
8.19641631E8	12.431602049773444
8.27716918E8	58.58066800354631
8.35792205E8	49.22812657342021
8.43867492E8	50.09232915537888
8.51942779E8	53.299135437040476
8.60018066E8	53.14328559029473
8.68093353E8	54.37321126951772
8.7616864E8	59.865092934487805
8.84243927E8	58.77187236324008
8.92319214E8	59.52055791993096
9.00394501E8	59.72130610830955
9.08469788E8	59.77299024306184
9.16545075E8	59.30959262833816
9.24620362E8	59.06406289900036
9.32695649E8	59.429914443680666
9.40770936E8	58.953578634884956
9.48846223E8	57.53917046101981
9.5692151E8	58.338089161801754
9.64996797E8	44.354299220717095
9.73072084E8	7.708826796056262
9.81147371E8	45.25405029087532
9.89222658E8	57.52213517883543
9.97297945E8	58.17781577628253
1.005373232E9	58.753385610458984
1.013448519E9	51.554910391380815
1.021523806E9	47.53591031503935
1.029599093E9	57.16843295928938
1.03767438E9	56.93027255612917
1.045749667E9	58.6698605740759
1.053824954E9	56.2282761255042
1.061900241E9	53.56904740924454
1.069975528E9	15.58620492198705
1.078050815E9	51.17208523210618
1.086126102E9	57.09233051782291
1.094201389E9	58.56939345854427
1.102276676E9	58.3434700726757
1.110351963E9	59.52174158419237
1.1166108755E9	57.2701963115153
1.120648519E9	59.30972596491309
1.126502537E9	57.97887725149989
1.134577824E9	58.888619715988526
1.142653111E9	56.61286664911159
1.150728398E9	58.89565496840501
1.158803685E9	59.08082998409347
1.166878972E9	58.97923420805889
1.174954259E9	54.784457906518846
1.183029546E9	59.21406825877264
1.191104833E9	59.09161358248206
1.19918012E9	58.99855825675882
1.207255407E9	58.22212367761232
1.215330694E9	56.72303031757191
1.223405981E9	54.68590907037724
1.231481268E9	55.40523344513323
1.239556555E9	56.17532045996819
1.247631842E9	59.03445154924101
1.255707129E9	58.02776479615871
1.263782416E9	58.02384642189683
1.271857703E9	58.31953485337733
1.27993299E9	56.4493431170353
1.288008277E9	34.28424896875815
1.296083564E9	52.05104387411487
1.304158851E9	58.72232988937712
1.312234138E9	58.38601199588732
1.320309425E9	54.891345606088755
1.328384712E9	58.63428847566914
1.336459999E9	57.35636823779487
1.344535286E9	56.27637860378104
1.352610573E9	58.858623016567556
1.36068586E9	51.822146850692754
1.368761147E9	59.35757478052255
1.376836434E9	59.32267943909972
1.384911721E9	59.14059956865056
1.392987008E9	59.86142810466639
1.401062295E9	59.77203603511987
1.409137582E9	59.79806588552236
1.417212869E9	59.823522603912814
1.425288156E9	59.246463347983614
1.433363443E9	59.75683331819215
1.4383520115E9	54.91470503254049
1.441065418E9	0.2950808808567824
1.4434024995E9	59.07546521724426
1.4442895865E9	30.247354718258446
1.444913117E9	9.218192014256353
1.445350267E9	32.5978144131156
1.445654932E9	24.08128372847569
1.4460931365E9	2.675486564399216
1.4465982825E9	37.17298442126484
1.447080158E9	59.95420006227873
1.4475167665E9	57.742164373913695
1.447907069E9	17.041571328779238
1.4482862265E9	8.163454551967364
1.4486515345E9	41.58930079889331
1.449001605E9	58.49518983504686
1.449343901E9	55.94878021993404
1.4496668465E9	57.63402777578333
1.449974313E9	2.5138687486955704
1.4502684415E9	48.495968223941134
1.450540361E9	46.79188767926243
1.450801367E9	43.782538509455236
1.451059176E9	13.939423694791255
1.451307661E9	30.335338567197425
1.451547714E9	59.52255464773816
1.451784517E9	2.540725065731961
1.452015901E9	35.289250845704544
1.452241601E9	53.85261615461869
1.4524656315E9	30.764072968453657
1.4526889625E9	0.603003280011564
1.452904683E9	1.6044803345779468
1.4531132205E9	2.6583053869013407
1.4533199045E9	12.981360081043617
1.4534870705E9	32.99361193843883
1.45358841E9	46.722894950982294
1.4537245535E9	8.17923051126854
1.4539149625E9	1.1094219798010947
1.4540967415E9	7.814591902818473
1.4542765095E9	0.7718572373209934
1.454453896E9	35.763918864640516
1.454627853E9	11.331157126643097
1.454793793E9	2.362776926539576
1.454954221E9	4.782829551853803
1.455113722E9	0.8600767210159643
1.4552707885E9	0.40337883216117365
1.4554260495E9	49.723319868295505
1.455579934E9	7.995039734090552
1.4557323775E9	0.17093082816629973
1.4558840695E9	25.819298053794007
1.4560335785E9	0.2722636061356486
1.4561805565E9	7.488106717542393
1.456323842E9	0.6418476315072071
1.4564639545E9	0.30083879643777756
1.4566031245E9	0.42009960905216565
1.4567407675E9	0.6512929180740921
1.456877058E9	0.12427447188587193
1.457012944E9	2.65451967754748
1.4571458465E9	40.531303823437426
1.45727575E9	0.1358394873611689
1.45740535E9	0.38721333425849
1.4575345845E9	49.88321390640204
1.4576628165E9	0.6045838954849929
1.457789841E9	1.1267911123570844
1.457916243E9	0.2953944745988757
1.4580424135E9	12.477085648065183
1.458166698E9	0.38873178383216134
1.4582888625E9	46.84520039593401
1.4584101875E9	1.6729665737095503
1.458530464E9	30.711301314823583
1.4586499655E9	2.0868065923778127
1.458768974E9	0.8377583088258989
1.4588873735E9	49.427838165910764
1.459003077E9	7.089122218183058
1.459116151E9	0.13436992913301982
1.4592278825E9	2.6110561279826463
1.4593384345E9	0.4931711748976969
1.45944875E9	6.385102594670872
1.4595583745E9	55.2150486987603
1.459667337E9	16.52612874073742
1.4597759645E9	0.06286209632959032
1.4598837445E9	0.5168834859003502
1.459990724E9	51.41410278192267
1.460095789E9	0.22296204485141413
1.4601989665E9	0.6426246713595115
1.460301645E9	0.7075762731355784
1.460403974E9	1.5083300967542181
1.4605052115E9	0.6399367719562971
1.460605256E9	0.9443246491569162
1.4607050395E9	4.780537228805054
1.4608042615E9	0.6866859350913347
1.4609024215E9	0.17434195009999762
1.4609995645E9	1.6646751748015503
1.461096222E9	0.39346814034803845
1.461192295E9	0.34834623119173874
1.461287789E9	1.757009375550551
1.4613815225E9	0.1510191039989713
1.461473124E9	2.156003911044833
1.4615641115E9	57.262853236403934
1.461618228E9	0.1309869481515772
1.461663227E9	0.47625622885491814
1.461744501E9	0.8129965178386029
1.461834469E9	0.12871387350986885
1.461924136E9	0.14406057601669675
1.462013262E9	3.5977593148413978
1.4621018715E9	17.7696879178048
1.462190052E9	0.9611647942919288
1.462278088E9	7.230764836553974
1.4623660525E9	0.03820819995891896
1.462453646E9	0.5023789899229143
1.4625403745E9	22.313303162882278
1.462626589E9	22.717540901586617
1.4627127045E9	0.26671844332564953
1.4627981565E9	0.1982405939426002
1.4628827705E9	0.2899835044156797
1.462966956E9	0.42372052908820557
1.4630510115E9	53.0625125898556
1.463134927E9	51.64383478113263
1.463218774E9	2.6278433819807323
1.4633023375E9	0.1003439412736764
1.46338548E9	0.2647780778050667
1.463468142E9	0.16076566479788273
1.4635504135E9	1.1926766701097855
1.4636325945E9	0.03715130550531154
1.463714703E9	0.7962418904200407
1.463796391E9	11.932451683035659
1.463877603E9	1.307361520334132
1.46395871E9	1.8154339211867634
1.4640394975E9	0.009934412530978884
1.464119782E9	0.46850705926899805
1.4641998145E9	12.182739298382245
1.464279823E9	32.94421662348889
1.464359729E9	0.45194403786932025
1.4644394325E9	0.019467457879247856
1.4645190265E9	0.9222236452571235
1.4645981735E9	0.1353927688271435
1.464676805E9	0.36832493871215644
1.4647552865E9	2.1038968940140967
1.464833581E9	0.3198772429975933
1.464911704E9	1.3685312102904275
1.464989731E9	0.09079514483738173
1.465067448E9	0.0055152627331565285
1.465144729E9	0.5215906741602314
1.4652216595E9	0.05455555267964424
1.4652981775E9	0.06750969853747636
1.4653743825E9	0.0
1.4654503885E9	4.050291144286954
1.465526243E9	2.7761186313928956
1.4656015175E9	0.24813635934286876
1.4656759405E9	0.10951189787953668
1.4657496E9	0.8967839946218018
1.4658225005E9	0.5671419714040309
1.465895043E9	0.5578635616901865
1.4659675185E9	1.0247637779437009
1.466039805E9	0.20822453010310218
1.4661117355E9	0.2612870081096938
1.4661832985E9	0.0570060613688717
1.466254626E9	0.5978663097952333
1.4663257255E9	0.15313779898475746
1.466396518E9	0.04512436495719926
1.4664671285E9	0.21668201663131686
1.4665376735E9	0.39217032989660155
1.4666082055E9	0.027958811080489563
1.466678705E9	0.46174715503638
1.466748923E9	0.3907755108461602
1.466818757E9	0.14965509713742078
1.4668883745E9	1.9939300656602919
1.466957778E9	0.5690151719715125
1.467027038E9	4.146373532717873
1.4670962625E9	1.1358322453275989
1.467165214E9	0.8170410564345916
1.467233775E9	0.2385022343788026
1.4673021245E9	0.28833897404262115
