#Position (bp)	Coverage	Std
1.5041586215E9	24.684916039374638	13.649926665494004
1.5041931505E9	25.176487629642505	21.529708823252154
1.504227663E9	9.374851479409974	5.405175964126992
1.504262158E9	18.48998057013601	17.45177420920402
1.5042966265E9	9.426365588901144	8.369218992913485
1.5043310615E9	32.04741980474198	23.25785073634303
1.504365423E9	18.40362025242662	13.377791790926763
1.504399667E9	236.776045171294	154.9404032797868
1.504433829E9	2.3013502035556335	2.343105715220994
1.504467965E9	69.38773477101586	51.58474234411322
1.504502076E9	43.24500630627988	25.184304067894253
1.504536103E9	5.297576632019081	3.4729432849968975
1.504570051E9	0.44514513039634596	0.666949009511039
1.5046039705E9	67.98088721094857	35.660333169044144
1.5046378695E9	14.795155484746562	10.53111057034396
1.504671739E9	45.22984192642931	27.658593846430907
1.5047055835E9	4.696253397943505	3.1697298139942696
1.5047394045E9	36.78167347180307	34.377616152619204
1.504773183E9	8.433188186853876	5.177386018749632
1.504806934E9	9.326052810953383	6.203925688734356
1.5048406455E9	9.452672209026128	5.6985564076037125
1.5048743225E9	29.25120270832096	21.649881717755996
1.5049079935E9	16.195883331353215	7.6900980755480655
1.5049416565E9	0.0	0.0
1.504975286E9	5.73027588464629	3.5584922616990653
1.505008816E9	4.5111629158074065	3.546335659210594
1.5050422405E9	22.851662174303684	15.112691393330474
1.5050756215E9	4.278826561189021	2.219793710780943
1.505108884E9	30.838898440563447	27.23472176610131
1.5051420155E9	4.621383267894895	4.134297910008214
1.5051750625E9	21.30614843560514	18.975621671043374
1.5052080455E9	3.3004972409192894	2.67024197893425
1.5052410265E9	10.155063674954517	4.227455096375817
1.5052739805E9	25.82944606413994	10.736821537805955
1.5053068895E9	19.88561872909699	17.697513279683815
1.505339751E9	74.89592787744039	46.2944200925873
1.505372562E9	19.522522797279574	10.32660403039515
1.5054053465E9	31.122330689444784	16.20882449341118
1.5054381255E9	9.053267435475014	7.058734785686875
1.5054708915E9	40.21542407034255	14.835175519014864
1.505503631E9	16.35624140565317	13.23022675253927
1.5055363455E9	15.742325097847358	7.446636230192402
1.505569032E9	11.396706357709144	8.302888257196468
1.505601684E9	34.00839589397886	19.733299913566924
1.5056343185E9	3.3657535086106516	2.15779151622505
1.5056669395E9	26.025699214916585	15.660113146730465
1.5056995295E9	8.343086086209015	4.655934851142334
1.505732098E9	26.064670658682633	9.022858529751213
1.5057646435E9	12.682438664453054	8.063537043390204
1.505797145E9	32.80075130092065	23.521695526071692
1.505829621E9	31.538537336412624	14.920372688714277
1.5058620535E9	59.13587527014511	42.80645897427912
1.505894386E9	1.783981409759876	2.2158362499515922
1.5059266525E9	20.476191952383903	11.611513107880182
1.505958904E9	32.869158008993644	26.178911376093147
1.5059911385E9	6.541552879841112	3.7746993606323005
1.5060233395E9	127.4968301323886	50.90229557151254
1.5060555175E9	309.9067996767978	160.79252518427919
1.5060876535E9	26.29257805197233	11.378982494048529
1.506119743E9	23.008415147265076	13.511597013563664
1.506151819E9	5.717965509714036	3.6494676531817687
1.506183868E9	16.28775248977553	5.887358038296964
1.5062158925E9	1.8946530076831782	1.7851088985686256
1.506247826E9	43.595057929605325	20.609831191998943
1.506279664E9	2.960756590316398	2.5897045957959497
1.5063114845E9	4.175645942038097	4.007717142374158
1.506343278E9	5.402920718849337	3.4901834360582646
1.5063750415E9	83.03634187818858	21.88268117060752
1.506406781E9	61.78991331757289	30.34358749081016
1.5064384905E9	9.736448539155676	8.49625287210713
1.506470146E9	207.522978144669	130.4541185034292
1.506501692E9	9.555742652899127	8.91962700061072
1.506533151E9	22.051521801354834	18.614199085501777
1.5065645925E9	46.717716284987276	34.21302632745985
1.506596023E9	123.63250692212215	84.91093063015678
1.506627442E9	3.6334468599802654	2.482141710137552
1.506658755E9	15.979140632509854	10.090065111341149
1.5066899055E9	3.8359063424675157	3.483770794360511
1.506720874E9	4.324461014751175	2.162944086070722
1.506751704E9	88.28599707934447	70.91634958632606
1.506782515E9	3.614113675463369	2.360689903027416
1.5068133055E9	34.06996165594333	22.71004655074
1.506844035E9	3.469643148117973	2.3999823474447215
1.50687466E9	6.4689023392769505	3.860435325580992
1.5069052145E9	25.555657412257727	14.715548725063826
1.5069357535E9	11.875548568808542	9.543085392602663
1.5069662725E9	12.092873065827433	9.836664368885963
1.506996753E9	5.4280460977771945	3.693368277780509
1.5070271395E9	9.717310990895896	5.7090123727372974
1.5070574245E9	71.41339988100746	37.244378321209105
1.507087648E9	136.77498095585068	90.11770584904565
1.5071177755E9	5.056583061672543	4.992160043382283
1.507147721E9	2.2266921452277986	1.474662238283855
1.5071775345E9	17.155916504463388	14.270229111283252
1.5072073085E9	21.697747899159666	17.901157185261194
1.507237035E9	3.5147964852035147	2.4212958935233138
1.5072667225E9	8.901523321650041	8.624858109343538
1.5072963735E9	26.66328045899426	14.228296259384658
1.5073259925E9	43.7228114023237	22.695090002916388
1.507355585E9	1.2705818710484498	1.5290295944906844
1.5073851135E9	11.910142469470827	5.8948871667129294
1.50741454E9	33.413679229224115	22.690527572860503
1.507443907E9	78.99451653554034	44.28526005376234
1.5074732345E9	1.577524407728545	1.5656586323204846
1.5075025255E9	20.69540426113084	18.459922667184944
1.5075318105E9	2.276142340004098	1.4437403895473573
1.507561084E9	28.33223987698616	18.142561482889633
1.507590314E9	15.70477821544785	13.289545613248434
1.5076195035E9	48.69041255482456	29.419733692494237
1.507648598E9	12.01537665919669	10.043024150141777
1.5076775175E9	3.260005549004647	1.8180005206387968
1.507706322E9	2.501685490877498	3.1659625476576876
1.5077350905E9	10.960607746331966	7.37063995569666
1.507763837E9	26.925133131460793	14.426910337338045
1.5077925115E9	32.03728422671046	17.336934332630786
1.50782111E9	7.85454354596032	4.825039951358845
1.5078496685E9	21.25155932440956	10.855324755547006
1.5078781985E9	30.796437837458804	23.223484585841423
1.507906689E9	0.9081837028707966	1.0376956472050263
1.5079351245E9	114.38163452062508	83.94563686885216
1.5079634975E9	18.37809698595327	9.011153610434008
1.5079918035E9	4.074298040879836	2.054305517149411
1.5080200785E9	4.262910299943407	2.457080652129598
1.508048329E9	14.392043643062099	12.496961265841636
1.508076506E9	4.104462222222222	1.866933314288435
1.508104629E9	170.2206891646812	78.5819805209878
1.508132657E9	4.548917129049579	10.500165774684959
1.508160574E9	1.6411340908276282	1.383413183756239
