#Read position (bp)	Clipping profile
226.0	0.00412509866079728
227.0	0.016454573472065425
228.0	0.00836761407259903
229.0	0.009838664587216007
230.0	0.009554907438955205
231.0	0.00693999820977639
232.0	0.0029693073495886467
233.0	0.010754133401958174
234.0	0.010137934111117644
235.0	0.011820430238315839
236.0	0.009242512058742092
237.0	0.023075732699439435
238.0	0.002954749581679556
239.0	0.0029537949739478126
240.0	0.008976176501585612
241.0	0.007458588860046133
242.0	0.0029504538468867096
243.0	0.015295202381862752
244.0	0.007512524196889649
245.0	0.0029461581120938628
246.0	0.010810216606198115
247.0	0.005194975276148984
248.0	0.006407088443530493
249.0	0.007371242252591588
250.0	0.013584306674645184
251.0	0.027631836751118972
252.0	0.00992434063114
253.0	0.019541536224591476
254.0	0.012778379097120601
255.0	0.021246226981552714
256.0	0.03869955879295494
257.0	0.010044143901473828
258.0	0.01662831207924277
259.0	0.008476678005950743
260.0	0.037288887217370746
261.0	0.008954220523755508
262.0	0.011536195786189167
263.0	0.012940901063449958
264.0	0.015256540768727135
265.0	0.012649029749469335
266.0	0.04622974323288185
267.0	0.0212388287716317
268.0	0.021039554407630213
269.0	0.02680729432282539
270.0	0.008603402182339712
271.0	0.022099168989865674
272.0	0.012174828358725671
273.0	0.014113398009964105
274.0	0.021275819821236767
275.0	0.005387567386028268
276.0	0.025142935742530324
277.0	0.027651644861552655
278.0	0.0028953252503785133
279.0	0.01738436140278375
280.0	0.005668938014959711
281.0	0.011452906261594531
282.0	0.009747022244968616
283.0	0.0028895976039880512
284.0	0.018536811586931278
285.0	0.002885779173061077
286.0	0.008829882866695896
287.0	0.03627915088911889
288.0	0.015699717408189127
289.0	0.011951927453363528
290.0	0.004795471940414264
291.0	0.028747773189527315
292.0	0.007153830341686969
293.0	0.007391050363025268
294.0	0.0029762282556437883
295.0	0.016332860986268107
296.0	0.010691129291663092
297.0	0.012369568336001379
298.0	0.017256443966730095
299.0	0.011825441928907493
300.0	0.020631698254242735
301.0	0.006711369658023785
302.0	0.03607009179586704
303.0	0.006754327005952249
304.0	0.024043466287494566
305.0	0.008409855464728687
306.0	0.00285928880850519
307.0	0.011128339632801687
308.0	0.021525211091154798
309.0	0.0028533225101817924
310.0	0.020354862012037074
311.0	0.0028499813831206894
312.0	0.01913415737506987
313.0	0.013704825900777819
314.0	0.0028471175599254586
315.0	0.010040564122479789
316.0	0.022106805851719622
317.0	0.006416395868914995
318.0	0.027207513614358917
319.0	0.01977660837853335
320.0	0.0028385260903397657
321.0	0.019519580246761373
322.0	0.010661059148113168
323.0	0.006742871713171324
324.0	0.008017034383116172
325.0	0.0069502602428926355
326.0	0.006366517614931388
327.0	0.020540533215861214
328.0	0.01438951829637096
329.0	0.007272201700423183
330.0	0.015268234713440994
331.0	0.002826832145625906
332.0	0.012713943075227902
333.0	0.010232201624627329
334.0	0.002826354841760034
335.0	0.011402312051812117
336.0	0.019321737794357502
337.0	0.016025954600512524
338.0	0.014953452813898524
339.0	0.006166765947064028
340.0	0.013399351426619851
341.0	0.015269905276971545
342.0	0.022000844393496075
343.0	0.0028308892284858163
344.0	0.007620633522509619
345.0	0.01109659892572121
346.0	0.015431233983636224
347.0	0.005514052910484302
348.0	0.005755330014682512
349.0	0.0068435828288702805
350.0	0.023274291107642116
351.0	0.0028246842782294825
352.0	0.0176511742638061
353.0	0.011661010747114647
354.0	0.013912214430499129
355.0	0.012922286212680954
356.0	0.01677770818926065
357.0	0.020838370828165236
358.0	0.002955226885545428
359.0	0.012321837949414195
360.0	0.014541062273785264
361.0	0.032717986745849185
362.0	0.02864324364290138
363.0	0.013558770917821041
364.0	0.0027896024440879036
365.0	0.008184568040037183
366.0	0.008105574250235396
367.0	0.007533764218920946
368.0	0.011346944803370985
369.0	0.0028566636372428953
370.0	0.009139175771780842
371.0	0.006437158587080419
372.0	0.00889050045766162
373.0	0.008698624303581143
374.0	0.014105761148110156
375.0	0.0027781471513069794
376.0	0.008321792901475335
377.0	0.005388283341827074
378.0	0.016352907748634727
379.0	0.011140272229448482
380.0	0.026427837749457287
381.0	0.00277051028945303
382.0	0.007882434692940317
383.0	0.00664383116100292
384.0	0.008020614162110211
385.0	0.01637080664360492
386.0	0.01738245218732026
387.0	0.02053552152526956
388.0	0.012401070391148919
389.0	0.006840480353742113
390.0	0.009937943791317346
391.0	0.014566359378676471
392.0	0.017116832585962586
393.0	0.007466225721900081
394.0	0.007088201060129593
395.0	0.0027864999689597367
396.0	0.015398777320756939
397.0	0.0077860193120342066
398.0	0.0027530886983487086
399.0	0.021619001300798614
400.0	0.0027521340906169647
401.0	0.0027516567867510926
402.0	0.009875416984888138
403.0	0.027546876662993786
404.0	0.03970953377313973
405.0	0.044794490508205255
406.0	0.015523353629749487
407.0	0.004793085421084905
408.0	0.00845591528778532
409.0	0.013585022630443989
410.0	0.016950492188706253
411.0	0.018348753863777777
412.0	0.009154449495488739
413.0	0.007402982959672065
414.0	0.0077413914005751904
415.0	0.0027385309304396176
416.0	0.002737576322707874
417.0	0.011324988825540882
418.0	0.01188820738726964
419.0	0.02471622608644091
420.0	0.012137360005254734
421.0	0.010180414155180235
422.0	0.007470282804759992
423.0	0.019072585176372406
424.0	0.006387041681163877
425.0	0.007667170649432122
426.0	0.00911936766134716
427.0	0.0148343654993635
428.0	0.021242885854491612
429.0	0.013262842520980506
430.0	0.017284127590950663
431.0	0.006066293483298008
432.0	0.01653022613480611
433.0	0.023555184432707685
434.0	0.02078371953552291
435.0	0.017459775413591495
436.0	0.01214690608257217
437.0	0.008382171840508122
438.0	0.008005101786469376
439.0	0.014715516836761417
440.0	0.013695757127326255
441.0	0.004231298770953762
442.0	0.020075161946636184
443.0	0.007439735357344195
444.0	0.020112630300107123
445.0	0.020229808399178654
446.0	0.021424977279321713
447.0	0.0445429513708908
448.0	0.008354488216287554
449.0	0.02606604141912644
450.0	0.051104924918896705
451.0	0.009087388302333748
452.0	0.011378685510451462
453.0	0.012872169306764415
454.0	0.016865054796715198
455.0	0.009703826245107215
456.0	0.05504864811066269
457.0	0.01340579502880912
458.0	0.004561831698070003
459.0	0.022044040393357476
460.0	0.011303510151576648
461.0	0.020618811049864193
462.0	0.011059607876116144
463.0	0.014071395269767384
464.0	0.007628509036296503
465.0	0.014812648173466333
466.0	0.002695812234444089
467.0	0.010387802684901545
468.0	0.01951934159482844
469.0	0.009128436434798725
470.0	0.0071631377670714706
471.0	0.011716616647488716
472.0	0.009254206003455953
473.0	0.008105574250235396
474.0	0.0026989147095722557
475.0	0.013694802519594512
476.0	0.007514194760420201
477.0	0.014949395731038612
478.0	0.007950211841894116
479.0	0.00972220244394328
480.0	0.020013112444072844
481.0	0.0027058356156273973
482.0	0.007651896925724223
483.0	0.018576189155865702
484.0	0.018471420957306837
485.0	0.019493089882205487
486.0	0.020080173637227836
487.0	0.013511279183166792
488.0	0.039831246258937046
489.0	0.019409084401812046
490.0	0.02218747020505196
491.0	0.017486743082013253
492.0	0.02470930518038577
493.0	0.0057080769319612
494.0	0.009730793913528973
495.0	0.013019656201318808
496.0	0.0044754396983472024
497.0	0.02311678083190441
498.0	0.006778908155044647
499.0	0.02433700816500574
500.0	0.009438445295682479
501.0	0.01917162572854081
502.0	0.017457388894262137
503.0	0.010050587503663097
504.0	0.002656911969375535
505.0	0.011570323012599002
506.0	0.021597761278767315
507.0	0.019564924114019194
508.0	0.015214060724664543
509.0	0.009610274687396336
510.0	0.012752366036430585
511.0	0.009593569052090821
512.0	0.018114159013701774
513.0	0.06137006051026919
514.0	0.024214579723409617
515.0	0.020457720995132454
516.0	0.016977459857128015
517.0	0.011741436448514051
518.0	0.011804917862675004
519.0	0.021020939556861212
520.0	0.010851742042528962
521.0	0.03674619272187448
522.0	0.01958401626865407
523.0	0.00837811475764821
524.0	0.007463839202570722
525.0	0.0164922804774693
526.0	0.01104695932367054
527.0	0.0026411609418017646
528.0	0.011056744052920914
529.0	0.0076972407929820465
530.0	0.01015678761381958
531.0	0.005134119033250326
532.0	0.0077526080414231785
533.0	0.024756796915040014
534.0	0.012399638479551304
535.0	0.0051964071877466005
536.0	0.01015392379062435
537.0	0.008054980040452983
538.0	0.019036787386432018
539.0	0.016757661426894034
540.0	0.009315300898287545
541.0	0.015562253894818042
542.0	0.010248429956066972
543.0	0.011811122812931339
544.0	0.010815228296789768
545.0	0.012013976955926866
546.0	0.006644308464868793
547.0	0.014252293434932806
548.0	0.024773741202278463
549.0	0.02680037341677025
550.0	0.012864055141044594
551.0	0.026436190567110045
552.0	0.08760984053657297
553.0	0.03530950808560028
554.0	0.04140348519311885
555.0	0.0192878492198806
556.0	0.015120509166953663
557.0	0.024889487389752385
558.0	0.02855088534485518
559.0	0.011482021797412712
560.0	0.01973054855547672
561.0	0.011189911831499153
562.0	0.0073223186063397245
563.0	0.011859807807250265
564.0	0.01855542643770028
565.0	0.009391430864894102
566.0	0.006224758366767455
567.0	0.005520735164606507
568.0	0.01438235873838288
569.0	0.0050940255085170924
570.0	0.01761084208713993
571.0	0.0073492862747614835
572.0	0.0026082269750566083
573.0	0.00784186386434121
574.0	0.011540968824847883
575.0	0.020838370828165236
576.0	0.003021810774834548
577.0	0.006148151096295026
578.0	0.009929113669798718
579.0	0.007854989720652685
580.0	0.013764011580145926
581.0	0.007390095755293525
582.0	0.005275162325615451
583.0	0.0060075851077957725
584.0	0.010578246927384405
585.0	0.014104090584579605
586.0	0.0025979649419403637
587.0	0.002597487638074492
588.0	0.006972932176521546
589.0	0.018531083940540816
590.0	0.0025958170745439407
591.0	0.009604308389072938
592.0	0.016699191703324737
593.0	0.012367420468604954
594.0	0.004636291101146008
595.0	0.020510463072311292
596.0	0.023052822113877585
597.0	0.00798791884729799
598.0	0.008277880945815125
599.0	0.007376731247049113
600.0	0.008135167089919449
601.0	0.013602205569615377
602.0	0.010472046817227923
603.0	0.015059652924055006
604.0	0.013090297173467838
605.0	0.01900576263515035
606.0	0.007330432772059547
607.0	0.010638387214484256
608.0	0.0025774408757078754
609.0	0.009111492147560275
610.0	0.002575531660244388
611.0	0.01478066881445292
612.0	0.014431759688500613
613.0	0.006637387558813651
614.0	0.007440689965075939
615.0	0.005726453130797266
616.0	0.008063571510038675
617.0	0.019290713043075832
618.0	0.00835305630468994
619.0	0.0025686107541892465
620.0	0.023523205073694275
621.0	0.002567894798390439
622.0	0.002567178842591631
623.0	0.012704635649843404
624.0	0.008270244083961178
625.0	0.010675139612156387
626.0	0.009402170201876218
627.0	0.006544074653035708
628.0	0.010721915391011826
629.0	0.012909399008302416
630.0	0.011286327212405262
631.0	0.03263421991738868
632.0	0.02353680823387162
633.0	0.006441931625739136
634.0	0.01698461941511609
635.0	0.010103806884707807
636.0	0.009605501648737618
637.0	0.03317357328582384
638.0	0.0129571293948896
639.0	0.017573135081736056
640.0	0.016014022003865726
641.0	0.006540256222108734
642.0	0.02085268994414139
643.0	0.011222607146311374
644.0	0.01710919572410864
645.0	0.002765498598861376
646.0	0.007102281524172811
647.0	0.014806920527075872
648.0	0.017542587634320258
649.0	0.007996033013017812
650.0	0.002544506908962719
651.0	0.002544268257029783
652.0	0.0025437909531639117
653.0	0.002543552301230975
654.0	0.010975841047655638
655.0	0.006522595979071476
656.0	0.020240547736160772
657.0	0.039662280690418425
658.0	0.021275342517370895
659.0	0.002539017914505193
660.0	0.010915462108622853
661.0	0.005974651141050617
662.0	0.017013257647068403
663.0	0.0025449842128285913
664.0	0.011158648428284549
665.0	0.013072398278497646
666.0	0.005550566656223496
667.0	0.0025349608316452823
668.0	0.007838761389213043
669.0	0.00659657807828161
670.0	0.012307996137303913
671.0	0.011934744514192143
672.0	0.02724784579102509
673.0	0.01460836211887319
674.0	0.010666786794503629
675.0	0.01157748257058708
676.0	0.009979469227648197
677.0	0.013051874212265157
678.0	0.0025304264449195002
679.0	0.00843539122155283
680.0	0.007286520816399338
681.0	0.011998225928353095
682.0	0.00959309174822495
683.0	0.005717861661211573
684.0	0.019567310633348555
685.0	0.032203691830372284
686.0	0.03279483266825455
687.0	0.0071187485075453905
688.0	0.033538949395148725
689.0	0.06183304526016487
690.0	0.038969951432971335
691.0	0.01020762047553493
692.0	0.010905200075506608
693.0	0.017406317380613854
694.0	0.023608165161819458
695.0	0.007329478164327803
696.0	0.0259175999168403
697.0	0.002514198113479858
698.0	0.006298979117910524
699.0	0.021756703466102634
700.0	0.00893656028071825
701.0	0.0025120502460834345
702.0	0.008085766139801715
703.0	0.004946061310096826
704.0	0.006458398609111716
705.0	0.02692900680862271
706.0	0.016163179461950672
707.0	0.02183116286917864
708.0	0.011768642768868746
709.0	0.013793127115964107
710.0	0.00864277975127414
711.0	0.028933683045284386
712.0	0.009655379902721225
713.0	0.008141849344041656
714.0	0.031206126750700166
715.0	0.015136976150326241
716.0	0.012144280911309875
717.0	0.00866664494456773
718.0	0.00969762129485088
719.0	0.008775231574053572
720.0	0.00637630234418176
721.0	0.005920477152274164
722.0	0.010994933202290511
723.0	0.011137169754320315
724.0	0.01751514266203263
725.0	0.00894014005971229
726.0	0.011440973664947736
727.0	0.01857117746527405
728.0	0.01396352459608035
729.0	0.007283656993204107
730.0	0.009835323460154904
731.0	0.01450502583191194
732.0	0.00973556695218769
733.0	0.002484127969929933
734.0	0.009064955020637772
735.0	0.02015773551543201
736.0	0.002480309539002958
737.0	0.006976989259381457
738.0	0.013109866631968585
739.0	0.0024791162793382786
740.0	0.005092354944986542
741.0	0.017465025756116085
742.0	0.016575808653996868
743.0	0.005894464091584149
744.0	0.007117077944014838
745.0	0.006643353857137049
746.0	0.03625982008255109
747.0	0.009465412964104235
748.0	0.020470369547578058
749.0	0.006058417969511122
750.0	0.007474339887619902
751.0	0.010166095039204081
752.0	0.0037310843195200857
753.0	0.006120228820141525
754.0	0.016046717318677947
755.0	0.005331961485654199
756.0	0.019797609748631713
757.0	0.010073975393090817
758.0	0.027216821039743423
759.0	0.011091109931263684
760.0	0.010381597734645212
761.0	0.026432133484250137
762.0	0.002464319859496252
763.0	0.013114878322560239
764.0	0.0024624106440327646
765.0	0.014368755578205534
766.0	0.00611116004668996
767.0	0.017245227325882108
768.0	0.01528541765261238
769.0	0.014995694206028181
770.0	0.018229905201175692
771.0	0.010716187744621365
772.0	0.022626112457788172
773.0	0.015183035973382874
774.0	0.03875802851652424
775.0	0.04157770110416207
776.0	0.022931825583879076
777.0	0.008911263175827043
778.0	0.0024538191744470717
779.0	0.005625503363165374
780.0	0.008489326558396347
781.0	0.010623113490776357
782.0	0.0058923162241877255
783.0	0.0059078285998285605
784.0	0.012321360645548325
785.0	0.021659333477464782
786.0	0.022247133188285938
787.0	0.017018985293458862
788.0	0.04421838474209796
789.0	0.02045318660840667
790.0	0.027051196598285893
791.0	0.006001141505606503
792.0	0.009786161161970106
793.0	0.007173877104053586
794.0	0.0057505569760237935
795.0	0.00806046903491051
796.0	0.013832027381032662
797.0	0.00529043604932335
798.0	0.015008104106540847
799.0	0.013521302564350102
800.0	0.0024428411855320197
801.0	0.02648057982663612
802.0	0.01673761466452742
803.0	0.009756568322286052
804.0	0.021219497965063894
805.0	0.017706541512247233
806.0	0.0052450921820655265
807.0	0.021164130716622757
808.0	0.014548460483706276
809.0	0.008449233033663113
810.0	0.018567120382414138
811.0	0.005729316953992497
812.0	0.006118319604678037
813.0	0.010584929181506612
814.0	0.011215447588323296
815.0	0.002494390003046177
816.0	0.01869742433779715
817.0	0.023184796632791146
818.0	0.011473191675894084
819.0	0.01614647382664516
820.0	0.00681088751405806
821.0	0.010711414705962645
822.0	0.023240402533165214
823.0	0.010956271589154893
824.0	0.017375292629332184
825.0	0.01679011808977332
826.0	0.007542355688506638
827.0	0.005026964315362101
828.0	0.0057259758269313935
829.0	0.011297066549387379
830.0	0.01265046166106695
831.0	0.008932980501724211
832.0	0.02766119093887009
833.0	0.01494486134431283
834.0	0.012439254700418666
835.0	0.00854636437036803
836.0	0.004589038018424698
837.0	0.02388189892889695
838.0	0.008053070824989494
839.0	0.028545635002330594
840.0	0.013310095603701817
841.0	0.02259580366230531
842.0	0.005385896822497716
843.0	0.02105315756780756
844.0	0.015314771840363499
845.0	0.0026392517263382773
846.0	0.011201605776213012
847.0	0.013400544686284528
848.0	0.006877710055280116
849.0	0.013811980618666045
850.0	0.00699608141401633
851.0	0.002405134180128145
852.0	0.0024060887878598887
853.0	0.012738762876253237
854.0	0.014437964638756948
855.0	0.005829550765825581
856.0	0.0024020317049999783
857.0	0.007008014010663126
858.0	0.01294710601370629
859.0	0.020573228530673435
860.0	0.017542348982387324
861.0	0.014448465323806128
862.0	0.01367976744781955
863.0	0.007184855092968638
864.0	0.010731938772195134
865.0	0.00239606540667658
866.0	0.02326164255519651
867.0	0.01997659869833365
868.0	0.0023932015834813494
869.0	0.02981430867781791
870.0	0.006187051361363581
871.0	0.007398687224879218
872.0	0.027859033391273963
873.0	0.015447700967008803
874.0	0.027029956576254597
875.0	0.007162183159339726
876.0	0.015657714667992408
877.0	0.01772014467242458
878.0	0.01216910071233521
879.0	0.01968782985948119
880.0	0.013947296264640708
881.0	0.013894792839394807
882.0	0.03145241554549003
883.0	0.03267908648078063
884.0	0.03257049985129479
885.0	0.014631511356367975
886.0	0.024026760652189054
887.0	0.019888536135080296
888.0	0.014866344858376915
889.0	0.015802099087418635
890.0	0.012197022988488713
891.0	0.01703664553649612
892.0	0.011779143453917926
893.0	0.017586022286114594
894.0	0.01124504042800735
895.0	0.01066201375584491
896.0	0.0023767346001087714
897.0	0.014468034782306875
898.0	0.019622200577923816
899.0	0.0062562604219149965
900.0	0.024001463547297843
901.0	0.009067580191900067
902.0	0.00649204853165568
903.0	0.017155016895232335
904.0	0.012858088842721195
905.0	0.009758238885816603
906.0	0.007737572969648217
907.0	0.02301296724107729
908.0	0.023845623835090694
909.0	0.023869966332250157
910.0	0.009663971372306917
911.0	0.041197051271129284
912.0	0.026774837659946107
913.0	0.01786500639571668
914.0	0.006883437701670579
915.0	0.011803963254943262
916.0	0.023271427284446883
917.0	0.008973789982256253
918.0	0.028714123266983346
919.0	0.008859953010245822
920.0	0.023869966332250157
921.0	0.002363847395730232
922.0	0.009527939770533445
923.0	0.010631943612294985
924.0	0.009752749891359077
925.0	0.005902578257303971
926.0	0.03326426102033949
927.0	0.0055376794518449575
928.0	0.011043140892743566
929.0	0.018005095080350062
930.0	0.02116532397628744
931.0	0.011684398636542368
932.0	0.006419021040177289
933.0	0.008351624393092323
934.0	0.021910633962846298
935.0	0.025642911542031063
936.0	0.007795565389351644
937.0	0.014333673744063954
938.0	0.016371522599403728
939.0	0.013045669262008825
940.0	0.01710919572410864
941.0	0.029723382291369328
942.0	0.010980375434381422
943.0	0.012914888002759943
944.0	0.017666925291379868
945.0	0.010698527501584105
946.0	0.014196926186491675
947.0	0.006976989259381457
948.0	0.005141517243171339
949.0	0.008478825873347166
950.0	0.0023428460256318716
951.0	0.016162940810017738
952.0	0.0023411754621013203
953.0	0.018782861729788203
954.0	0.0162584015831921
955.0	0.006045053461266711
956.0	0.0033005562325036956
957.0	0.018198641797961088
958.0	0.01648225709628599
959.0	0.009146812633634791
960.0	0.0023364024234426017
961.0	0.011620917222381415
962.0	0.012702249130514045
963.0	0.007932551598856858
964.0	0.011269860229032685
965.0	0.009508847615898573
966.0	0.012798903163353088
967.0	0.008558774270880698
968.0	0.014057076153791228
969.0	0.026103748424530313
970.0	0.017476719700829948
971.0	0.009189054025764448
972.0	0.0055066547005632885
973.0	0.014234394539962614
974.0	0.006777237591514097
975.0	0.019028911872645132
976.0	0.00469690869211173
977.0	0.007992930537889645
978.0	0.0056949510756497245
979.0	0.015089007111806121
980.0	0.010918564583751018
981.0	0.013389566697369475
982.0	0.020656756707201008
983.0	0.008492906337390384
984.0	0.021703006781192056
985.0	0.008775708877919444
986.0	0.0073602642636765355
987.0	0.012673372246628796
988.0	0.012819665881518512
989.0	0.00974320381404164
990.0	0.018061894240388808
991.0	0.00783494295828607
992.0	0.02109683087153483
993.0	0.013987628441306877
994.0	0.017212770663002825
995.0	0.005521451120405315
996.0	0.002379359771371066
997.0	0.009269718379096787
998.0	0.011026196605505117
999.0	0.0023144464456124974
1000.0	0.010127910729934336
1001.0	0.010988966903967114
1002.0	0.008574047994588597
1003.0	0.011025719301639245
1004.0	0.022061461984461798
1005.0	0.007061233391707835
1006.0	0.015671795132035628
1007.0	0.002305854976026805
1008.0	0.014130342297202555
1009.0	0.010218598464449983
1010.0	0.0023032298047645098
1011.0	0.0023029911528315737
1012.0	0.006645979028399343
1013.0	0.004796903852011879
1014.0	0.010098795194116153
1015.0	0.019859659251195053
1016.0	0.019102893971855266
1017.0	0.006375586388382953
1018.0	0.006634046431752549
1019.0	0.029244169210034015
1020.0	0.01105459618552449
1021.0	0.004277358594010394
1022.0	0.014133922076196593
1023.0	0.025807581375756845
1024.0	0.010593997954958176
1025.0	0.005526224159064033
1026.0	0.0022920131639165217
1027.0	0.008847065805867282
1028.0	0.0060674867429626874
1029.0	0.006280364267141523
1030.0	0.004809313752524547
1031.0	0.007691035842725714
1032.0	0.0022877174291236753
1033.0	0.014933167399598971
1034.0	0.0023015592412339585
1035.0	0.00869241935332481
1036.0	0.016135257185797173
1037.0	0.009276639285151928
1038.0	0.01669489596853189
1039.0	0.0076041665391370404
1040.0	0.019070914612841855
1041.0	0.01834994712344246
1042.0	0.005951024599689961
1043.0	0.0051007077626392975
1044.0	0.0057794338599090386
1045.0	0.02471049844005045
1046.0	0.007495102605785327
1047.0	0.019958222499497583
1048.0	0.005083763475400849
1049.0	0.008231821122758495
1050.0	0.007386515976299486
1051.0	0.002277455396007431
1052.0	0.018953497861837386
1053.0	0.0022762621363427516
1054.0	0.010763440827342674
1055.0	0.007452861213655669
1056.0	0.005060136934040193
1057.0	0.007715855643751049
