#Read position (bp)	Clipping profile
0.0	38.054040396197436
1.0	0.04676456221459123
2.0	0.04228244026212182
3.0	0.0365416680153484
4.0	0.03077941709461075
5.0	0.025895405287077265
6.0	0.02172782658221739
7.0	0.017711553202838886
8.0	0.014015789369393317
9.0	0.011458872559917928
10.0	0.010583735921841931
11.0	0.00982792525023389
12.0	0.009154688147421677
13.0	0.008603163530406778
14.0	0.008114404371754024
15.0	0.007674091555487262
16.0	0.0073070448826318265
17.0	0.00698152364610724
18.0	0.006709221790627361
19.0	0.006511379338223488
20.0	0.006327617349862834
21.0	0.006144094013435115
22.0	0.005977037660379976
23.0	0.005836233019947786
24.0	0.005704497152967162
25.0	0.005593762656084897
26.0	0.005494244800050621
27.0	0.005412387187053602
28.0	0.005338643739776405
29.0	0.005266332204096823
30.0	0.00520165753027119
31.0	0.005140085331573724
32.0	0.0050785131328762575
33.0	0.005026964315362101
34.0	0.004974222238183263
35.0	0.004929355674791311
36.0	0.004889023498125142
37.0	0.004849168625324844
38.0	0.00480621127739638
39.0	0.004769697531657185
40.0	0.004733183785917991
41.0	0.0046928516092518205
42.0	0.004651326172920972
43.0	0.0046086074769254425
44.0	0.004572332383119184
45.0	0.0045401143721728356
46.0	0.004514339963415756
47.0	0.004491429377853909
48.0	0.0044666095768285735
49.0	0.004440835168071495
50.0	0.004419595146040199
51.0	0.0044024122068688125
52.0	0.0043845133118986185
53.0	0.004367807676593105
54.0	0.004347760914226489
55.0	0.004332009886652718
56.0	0.004313156383950781
57.0	0.004297644008309946
58.0	0.004279506461406816
59.0	0.004266141953162406
60.0	0.004254925312314418
61.0	0.00424251541180175
62.0	0.004228912251624403
63.0	0.004216502351111736
64.0	0.0042050470583308115
65.0	0.004190011986555849
66.0	0.004178079389909053
67.0	0.0041630443181340905
68.0	0.004150395765688487
69.0	0.00413679260551114
70.0	0.004126769224327831
71.0	0.004116745843144523
72.0	0.004105051898430663
73.0	0.004091926042119188
74.0	0.004076890970344226
75.0	0.004061855898569263
76.0	0.004048968694190723
77.0	0.0040322630588852095
78.0	0.004017227987110247
79.0	0.004004102130798772
80.0	0.003985725931962706
81.0	0.003964008606065538
82.0	0.003934893070247357
83.0	0.0038900265068554044
84.0	0.0038203401424381175
85.0	0.0037415850045692655
86.0	0.0036489880545901307
87.0	0.0035728580879835744
88.0	0.0034929096904500424
89.0	0.0034489977347898345
90.0	0.003414631856447063
91.0	0.003401028696269716
92.0	0.003389334751555856
93.0	0.003378118110707868
94.0	0.0033711972046527264
95.0	0.003364514950530521
96.0	0.0033575940444753793
97.0	0.00335115044228611
98.0	0.00334590009976152
99.0	0.003339933801438122
100.0	0.0033332515473159163
101.0	0.003325137381596095
102.0	0.003319648387138569
103.0	0.0033146366965469153
104.0	0.0033101023098211324
105.0	0.003306283878894158
106.0	0.0033024654479671834
107.0	0.003298408365107272
108.0	0.0032929193706497466
109.0	0.0032886236358569006
110.0	0.003283850597198182
111.0	0.0032797935143382712
112.0	0.003274543171813681
113.0	0.003269531481222027
114.0	0.003265951702227988
115.0	0.003264042486764501
116.0	0.0032599854039045903
117.0	0.003256405624910552
118.0	0.0032518712381847696
119.0	0.0032466208956601797
120.0	0.0032430411166661406
121.0	0.003239461337672102
122.0	0.0032356429067451273
123.0	0.0032318244758181526
124.0	0.0032287220006899857
125.0	0.003225380873628883
126.0	0.0032210851388360363
127.0	0.0032182213156408054
128.0	0.003214402884713831
129.0	0.0032105844537868564
130.0	0.0032067660228598817
131.0	0.003200561072603548
132.0	0.0031976972494083167
133.0	0.0031934015146154707
134.0	0.003190537691420239
135.0	0.003186957912426201
136.0	0.003183378133432162
137.0	0.0031812302660357387
138.0	0.003178605094773444
139.0	0.003175025315779405
140.0	0.003172638796450046
141.0	0.003169297669388943
142.0	0.0031659565423278403
143.0	0.003161422155602058
144.0	0.003158081028540955
145.0	0.003156171813077468
146.0	0.003152830686016365
147.0	0.0031506828186199415
148.0	0.0031487736031564546
149.0	0.0031459097799612233
150.0	0.0031437619125648003
151.0	0.0031413753932354412
152.0	0.003139227525839018
153.0	0.0031361250507108505
154.0	0.0031334998794485557
155.0	0.003131590663985069
156.0	0.003128726840789838
157.0	0.0031246697579299268
158.0	0.0031222832386005677
159.0	0.0031203740231370808
160.0	0.0031177488518747856
161.0	0.0031139304209478113
162.0	0.0031120212054843235
163.0	0.003108202774557349
164.0	0.0031067708629597336
165.0	0.00310462299556331
166.0	0.003101997824301015
167.0	0.003098895349172848
168.0	0.0030965088298434895
169.0	0.003094360962447066
170.0	0.003091497139251835
171.0	0.003089110619922476
172.0	0.003086724100593117
173.0	0.0030843375812637575
174.0	0.0030819510619343985
175.0	0.003078848586806231
176.0	0.003075507459745129
177.0	0.0030709730730193465
178.0	0.0030676319459582435
179.0	0.003063574863098333
180.0	0.003059517780238423
181.0	0.0030559380012443837
182.0	0.0030525968741832808
183.0	0.003049971702920986
184.0	0.003048778443256306
185.0	0.0030471078797257548
186.0	0.0030459146200610752
187.0	0.003043528100731716
188.0	0.0030413802333352927
189.0	0.0030397096698047414
190.0	0.003037800454341254
191.0	0.0030349366311460233
192.0	0.0030337433714813437
193.0	0.003030640896353177
194.0	0.003029208984755561
195.0	0.0030277770731579456
196.0	0.0030246745980297787
197.0	0.003022049426767484
198.0	0.0030208561671028044
199.0	0.0030194242555051888
200.0	0.007918948438679511
201.0	0.01251610062282403
202.0	0.006204472952467902
203.0	0.012133064270461888
204.0	0.007035697634883692
205.0	0.008433959309955214
206.0	0.003009878178187752
207.0	0.017690790484673462
208.0	0.007762870074539423
209.0	0.01178129132131435
210.0	0.005658198677977594
211.0	0.009313153030891122
212.0	0.006335015559783847
213.0	0.014676139267826991
214.0	0.014563256903548304
215.0	0.012010874480798699
216.0	0.0029953204102786614
217.0	0.018867583165980455
218.0	0.009493335240257738
219.0	0.019004808027418607
220.0	0.002987922200357648
221.0	0.016913262487168252
222.0	0.010273011105159371
223.0	0.010910450418031199
224.0	0.0029826718578330577
225.0	0.015321454094485704
